# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	348325	348456	-	JJLLKI_00959	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y2QGG6
contig_2	cds	348456	349466	-	JJLLKI_00960	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GRH4
contig_2	cds	349463	350866	-	JJLLKI_00961	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRG3
contig_2	cds	350983	351084	-	JJLLKI_00962	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR50
contig_2	cds	351361	354333	-	JJLLKI_00963	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GT39
contig_2	cds	354343	356301	-	JJLLKI_00964	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z4RAE8
contig_2	cds	356490	357743	-	JJLLKI_00965	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X3N619
contig_2	cds	358035	358229	-	JJLLKI_00966	125.0	2.9e-40	1.0	1.0	1.0	BlastRules:WP_001159470
contig_2	cds	358307	358771	-	JJLLKI_00967	-	-	1.0	1.0	1.0	NCBIProtein:AAL19308.1
contig_2	cds	358768	361071	-	JJLLKI_00968	-	-	0.993	1.0	0.996	NCBIProtein:AAL19307.1
contig_2	cds	361348	362574	+	JJLLKI_00969	-	-	1.0	1.0	0.988	NCBIProtein:AAL19306.1
contig_2	cds	362571	365738	+	JJLLKI_00970	-	-	1.0	1.0	0.997	NCBIProtein:AAL19305.1
contig_2	cds	365755	367212	+	JJLLKI_00971	901.0	0.0	1.0	1.0	0.986	BlastRules:WP_001521068
contig_2	cds	367282	367641	-	JJLLKI_00972	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRH1
contig_2	cds	367934	368461	-	JJLLKI_00973	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W2AZA9
contig_2	cds	368719	369243	-	JJLLKI_00974	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W1RH69
contig_2	cds	369645	370133	-	JJLLKI_00975	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X2GTE1
contig_2	cds	370106	370849	-	JJLLKI_00976	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W1RGM3
contig_2	cds	370949	372523	-	JJLLKI_00977	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U2Q7
contig_2	cds	372825	373325	-	JJLLKI_00978	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S0ZHF2
contig_2	cds	373298	374032	-	JJLLKI_00979	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TZV6
contig_2	cds	374696	375232	+	JJLLKI_00980	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W3GG86
contig_2	cds	375294	376055	+	JJLLKI_00981	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TZZ2
contig_2	cds	376039	378600	+	JJLLKI_00982	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U039
contig_2	cds	378605	379930	+	JJLLKI_00983	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3HRN0
contig_2	cds	379896	380654	+	JJLLKI_00984	489.0	1.9e-178	1.0	1.0	0.980	BlastRules:WP_001247040
contig_2	cds	380701	381099	-	JJLLKI_00985	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U0M6
contig_2	cds	381824	382096	+	JJLLKI_00986	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRI5
contig_2	cds	382041	383006	-	JJLLKI_00987	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRI6
contig_2	cds	383040	383954	-	JJLLKI_00988	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GTA8
contig_2	cds	383954	384832	-	JJLLKI_00989	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W7Z490
contig_2	cds	384847	385473	-	JJLLKI_00990	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRI9
contig_2	cds	385475	386896	-	JJLLKI_00991	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3W0FE03
contig_2	cds	387028	388260	-	JJLLKI_00992	767.0	1.2e-278	1.0	0.921	0.995	UniRef:UniRef90_A0A6C6Z4I4
contig_2	cds	388608	388907	-	JJLLKI_00993	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A133LI29
contig_2	cds	389041	389169	-	JJLLKI_00994	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W9FAV3
contig_2	cds	389114	389482	-	JJLLKI_00995	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A723VK88
contig_2	cds	389774	390175	-	JJLLKI_00996	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1X8WB69
contig_2	cds	390188	390457	-	JJLLKI_00997	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A723VJ15
contig_2	tRNA	390621	390696	-	JJLLKI_00998	85.1	-	-	-	-	-
contig_2	cds	390812	392062	-	JJLLKI_00999	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Y3GL48
contig_2	cds	392074	393177	-	JJLLKI_01000	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P65792
contig_2	cds	393460	394512	+	JJLLKI_01001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A617SQC6
contig_2	cds	394563	394964	-	JJLLKI_01002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5EWK2
contig_2	cds	395022	396266	-	JJLLKI_01003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5EWK1
contig_2	cds	396355	396813	-	JJLLKI_01004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A277
contig_2	cds	397062	398519	+	JJLLKI_01005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRJ5
contig_2	cds	398676	399290	-	JJLLKI_01006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U7XKQ0
contig_2	cds	399287	400426	-	JJLLKI_01007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GTH5
contig_2	cds	400645	401700	-	JJLLKI_01008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63989
contig_2	cds	401950	402690	+	JJLLKI_01009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR54
contig_2	cds	402661	403428	-	JJLLKI_01010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRJ6
contig_2	cds	403641	404219	-	JJLLKI_01011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63223
contig_2	cds	404459	406903	+	JJLLKI_01012	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRJ7
contig_2	cds	407012	407779	+	JJLLKI_01013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TZY5
contig_2	cds	408089	408496	+	JJLLKI_01014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U4U4
contig_2	cds	408836	409555	+	JJLLKI_01015	487.0	8.3e-178	1.0	1.0	1.0	BlastRules:WP_000787603
contig_2	cds	409894	410841	-	JJLLKI_01016	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37459
contig_2	cds	411658	412479	-	JJLLKI_01017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9Y1D8
contig_2	cds	412885	413355	-	JJLLKI_01018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3S4FC05
contig_2	cds	413377	415887	-	JJLLKI_01019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GSR8
contig_2	cds	415911	416651	-	JJLLKI_01020	-	-	1.0	1.0	0.911	NCBIProtein:AAX64199.1
contig_2	cds	416726	417223	-	JJLLKI_01021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GTF9
contig_2	cds	418006	418287	-	JJLLKI_01022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GSH7
contig_2	cds	418835	419077	+	JJLLKI_01023	159.0	9.7e-50	1.0	1.0	0.938	UniRef:UniRef90_A0A509CKA6
contig_2	cds	419144	419365	-	JJLLKI_01024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3W0KD29
contig_2	cds	419740	420171	-	JJLLKI_01025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379X038
contig_2	cds	420326	420574	-	JJLLKI_01026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U2W2
contig_2	cds	421637	421912	+	JJLLKI_01027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GSS8
contig_2	ncRNA	421654	421782	-	JJLLKI_01028	153.2	2.3e-26	-	-	-	RFAM:RF01385
contig_2	cds	421959	422252	-	JJLLKI_01029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A701WWV2
contig_2	cds	422263	426990	-	JJLLKI_01030	2333.0	0.0	0.926	0.908	0.982	UniRef:UniRef90_A0A5H9L3I0
contig_2	cds	427006	427464	-	JJLLKI_01031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V3WDV7
contig_2	cds	427524	429758	-	JJLLKI_01032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9Y074
contig_2	cds	430155	430673	-	JJLLKI_01033	369.0	2.3e-133	1.0	0.994	0.994	VFDB:VFG041112
contig_2	cds	430700	431086	-	JJLLKI_01034	259.0	4.7e-91	1.0	0.928	0.984	VFDB:VFG041111
contig_2	cds	431244	431705	-	JJLLKI_01035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W1RGS9
contig_2	cds	431690	432160	-	JJLLKI_01036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A637DUZ7
contig_2	cds	432203	432970	-	JJLLKI_01037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V3PMC8
contig_2	cds	432970	436839	-	JJLLKI_01038	-	-	1.0	1.0	0.995	NCBIProtein:AKD06957.1
contig_2	cds	436873	437229	-	JJLLKI_01039	-	-	1.0	0.825	1.0	NCBIProtein:AAL19241.1
contig_2	cds	437506	438279	-	JJLLKI_01040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GU13
contig_2	cds	438284	439588	-	JJLLKI_01041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W1RH33
contig_2	cds	439585	440928	-	JJLLKI_01042	906.0	0.0	1.0	1.0	0.998	VFDB:VFG041105
contig_2	cds	440932	441468	-	JJLLKI_01043	353.0	4.4e-127	1.0	1.0	0.994	VFDB:VFG041104
contig_2	cds	441535	442020	-	JJLLKI_01044	323.0	9.5e-116	1.0	1.0	0.975	VFDB:VFG041100
contig_2	cds	442163	442546	-	JJLLKI_01045	255.0	7.3e-90	1.0	1.0	1.0	VFDB:VFG041102
contig_2	cds	442531	443016	-	JJLLKI_01046	344.0	5.5e-124	1.0	1.0	1.0	VFDB:VFG041101
contig_2	sorf	443146	443208	-	JJLLKI_01047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A749CH88
contig_2	cds	443321	443806	-	JJLLKI_01048	331.0	1.2e-118	1.0	1.0	1.0	VFDB:VFG041100
contig_2	cds	444060	444506	-	JJLLKI_01049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002E11060
contig_2	cds	444519	444905	-	JJLLKI_01050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V3V582
contig_2	cds	444972	446480	-	JJLLKI_01051	1010.0	0.0	1.0	1.0	1.0	VFDB:VFG041098
contig_2	cds	446504	447046	-	JJLLKI_01052	342.0	1.9e-122	1.0	1.0	0.989	VFDB:VFG041097
contig_2	cds	447146	449785	-	JJLLKI_01053	1686.0	0.0	1.0	1.0	0.994	VFDB:VFG041096
contig_2	cds	450153	451055	+	JJLLKI_01054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U3M8
contig_2	cds	451042	451866	+	JJLLKI_01055	554.0	2.6e-203	1.0	1.0	0.978	VFDB:VFG041094
contig_2	cds	451863	452357	+	JJLLKI_01056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V2TZ90
contig_2	cds	452373	454256	+	JJLLKI_01057	1259.0	0.0	1.0	1.0	0.997	VFDB:VFG041092
contig_2	cds	454253	455248	+	JJLLKI_01058	690.0	3.3e-255	1.0	1.0	0.994	VFDB:VFG041091
contig_2	cds	455259	456314	+	JJLLKI_01059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GS04
contig_2	tRNA	456636	456712	-	JJLLKI_01060	87.4	-	-	-	-	-
contig_2	cds	456846	457586	-	JJLLKI_01061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A455RTL5
contig_2	cds	457641	458108	+	JJLLKI_01062	310.0	2.0e-106	1.0	0.807	0.942	UniRef:UniRef90_A0A6L5E7P1
contig_2	cds	458105	458827	-	JJLLKI_01063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZRM1
contig_2	cds	458862	459617	+	JJLLKI_01064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GTL3
contig_2	cds	459836	461056	+	JJLLKI_01065	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CR60
contig_2	cds	461112	461882	-	JJLLKI_01066	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GU35
contig_2	cds	461960	462760	-	JJLLKI_01067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F8W7
contig_2	cds	462892	464067	-	JJLLKI_01068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GTB5
contig_2	cds	464172	465086	+	JJLLKI_01069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U5P2
contig_2	cds	465107	465910	-	JJLLKI_01070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U304
contig_2	tRNA	466075	466151	-	JJLLKI_01071	87.4	-	-	-	-	-
contig_3	cds	1116	2240	-	JJLLKI_01072	732.0	2.3e-270	1.0	1.0	0.957	BlastRules:WP_000917257
contig_3	ncRNA	2408	2685	+	JJLLKI_01073	320.0	4.8e-37	-	-	-	RFAM:RF01402
contig_3	cds	2698	3948	-	JJLLKI_01074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZPZ0
contig_3	cds	4047	4784	+	JJLLKI_01075	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A447PGI0
contig_3	cds	4781	5110	+	JJLLKI_01076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0MJX5
contig_3	cds	5122	5583	+	JJLLKI_01077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8G9Z8
contig_3	cds	5637	6743	+	JJLLKI_01078	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PMJ4
contig_3	cds	6830	7471	+	JJLLKI_01079	408.0	1.4e-147	1.0	1.0	0.995	BlastRules:WP_024131182
contig_3	cds	7475	8845	+	JJLLKI_01080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZPZ6
contig_3	cds	8969	9643	+	JJLLKI_01081	439.0	3.0e-159	1.0	1.0	1.0	BlastRules:WP_000986522
contig_3	cds	9643	11106	+	JJLLKI_01082	942.0	0.0	1.0	1.0	1.0	BlastRules:WP_001031687
contig_3	cds	11187	12308	+	JJLLKI_01083	751.0	7.3e-278	1.0	1.0	0.941	BlastRules:WP_000456506
contig_3	cds	12348	13682	-	JJLLKI_01084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TTT2
contig_3	cds	13686	14915	-	JJLLKI_01085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F8C6
contig_3	cds	15166	16302	+	JJLLKI_01086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P40790
contig_3	cds	16286	17149	+	JJLLKI_01087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CL49
contig_3	cds	17478	18488	+	JJLLKI_01088	648.0	2.0e-238	1.0	1.0	0.961	BlastRules:WP_001520468
contig_3	cds	18804	19583	+	JJLLKI_01089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GLV5
contig_3	cds	19608	20654	+	JJLLKI_01090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2C7
contig_3	cds	20736	21557	-	JJLLKI_01091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3GDR7
contig_3	cds	21576	22487	-	JJLLKI_01092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U7XIT3
contig_3	cds	22516	23760	-	JJLLKI_01093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ00
contig_3	cds	23760	24461	-	JJLLKI_01094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P61482
contig_3	cds	24454	25653	-	JJLLKI_01095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A724M014
contig_3	cds	25991	29437	+	JJLLKI_01096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ01
contig_3	cds	29585	30550	+	JJLLKI_01097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A718KIU4
contig_3	cds	30647	30904	-	JJLLKI_01098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ03
contig_3	cds	31146	31781	+	JJLLKI_01099	332.0	1.2e-117	0.995	1.0	0.805	BlastRules:WP_001336528
contig_3	cds	31855	32394	-	JJLLKI_01100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQQ9
contig_3	cds	32573	33877	-	JJLLKI_01101	845.0	7.8e-313	1.0	1.0	0.977	BlastRules:WP_000211045
contig_3	cds	34131	34673	-	JJLLKI_01102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q57QE5
contig_3	cds	34698	35723	-	JJLLKI_01103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ06
contig_3	cds	35734	36558	-	JJLLKI_01104	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q57QE7
contig_3	cds	36539	37177	-	JJLLKI_01105	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ08
contig_3	cds	37191	37565	-	JJLLKI_01106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ09
contig_3	cds	37568	37945	-	JJLLKI_01107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_M7RQ52
contig_3	cds	38268	40442	+	JJLLKI_01108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TTW2
contig_3	cds	40527	41960	-	JJLLKI_01109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U8YWN0
contig_3	cds	42255	43052	-	JJLLKI_01110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ11
contig_3	cds	43063	44067	-	JJLLKI_01111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TS45
contig_3	cds	44064	44705	-	JJLLKI_01112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P65246
contig_3	cds	44695	45717	-	JJLLKI_01113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W5B281
contig_3	cds	45720	46529	-	JJLLKI_01114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQR1
contig_3	cds	46653	47894	-	JJLLKI_01115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ14
contig_3	cds	47980	48216	-	JJLLKI_01116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6A8
contig_3	cds	48372	49106	-	JJLLKI_01117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2C9
contig_3	cds	49119	50048	-	JJLLKI_01118	590.0	1.8e-216	1.0	1.0	0.994	BlastRules:WP_000191343
contig_3	cds	50064	51017	-	JJLLKI_01119	591.0	2.4e-216	1.0	1.0	0.950	BlastRules:WP_000288132
contig_3	cds	51097	52242	-	JJLLKI_01120	661.0	2.2e-238	0.963	0.973	0.937	UniRef:UniRef90_L0M3Y0
contig_3	cds	52310	52483	-	JJLLKI_01121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7N4
contig_3	cds	52535	53056	-	JJLLKI_01122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1T2
contig_3	ncRNA	53093	53260	-	JJLLKI_01123	194.4	1.7e-30	-	-	-	RFAM:RF00077
contig_3	cds	53254	53838	+	JJLLKI_01124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PGT7
contig_3	cds	53921	54964	-	JJLLKI_01125	662.0	8.4e-240	0.994	0.950	0.986	UniRef:UniRef90_P0AA39
contig_3	ncRNA-region	55092	55429	+	-	275.3	4.7e-37	-	-	-	RFAM:RF00040
contig_3	cds	55454	58657	+	JJLLKI_01126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TU29
contig_3	cds	58914	59867	-	JJLLKI_01127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A621DTY8
contig_3	cds	59882	61543	-	JJLLKI_01128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1J5
contig_3	cds	61608	62558	-	JJLLKI_01129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A607SN35
contig_3	cds	62558	63655	-	JJLLKI_01130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P15930
contig_3	cds	63667	64332	-	JJLLKI_01131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1N8
contig_3	cds	64420	65202	-	JJLLKI_01132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1J3
contig_3	cds	65216	65971	-	JJLLKI_01133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P16323
contig_3	cds	65992	67203	-	JJLLKI_01134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1J1
contig_3	cds	67230	67928	-	JJLLKI_01135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1I9
contig_3	cds	67940	68344	-	JJLLKI_01136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1I7
contig_3	cds	68348	68764	-	JJLLKI_01137	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P16437
contig_3	cds	68921	69580	+	JJLLKI_01138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A616M4F6
contig_3	cds	69672	69965	+	JJLLKI_01139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P26477
contig_3	cds	69970	70392	+	JJLLKI_01140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1J7
contig_3	cds	70474	72048	-	JJLLKI_01141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37169
contig_3	cds	72313	73236	-	JJLLKI_01142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T7XWV5
contig_3	cds	73238	73885	-	JJLLKI_01143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T7XQW0
contig_3	cds	73921	74505	-	JJLLKI_01144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ18
contig_3	cds	74742	75950	+	JJLLKI_01145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F941
contig_3	cds	76062	76661	+	JJLLKI_01146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A737JV38
contig_3	cds	76786	77346	+	JJLLKI_01147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P40822
contig_3	ncRNA-region	77402	77453	+	-	72.7	5.7e-11	-	-	-	RFAM:RF02372
contig_3	cds	77450	78496	+	JJLLKI_01148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3W0S4C2
contig_3	cds	78570	78815	+	JJLLKI_01149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ20
contig_3	cds	79105	79359	+	JJLLKI_01150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ21
contig_3	cds	79472	80590	+	JJLLKI_01151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603BYD1
contig_3	cds	80631	80744	+	JJLLKI_01152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQR4
contig_3	cds	81007	81579	+	JJLLKI_01153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GLU7
contig_3	cds	81576	82151	+	JJLLKI_01154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GLY5
contig_3	cds	82203	83255	-	JJLLKI_01155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1U7FPI1
contig_3	cds	83475	84395	+	JJLLKI_01156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZQ24
contig_3	cds	84544	85758	+	JJLLKI_01157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GLT7
contig_3	cds	85840	86214	+	JJLLKI_01158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQR6
contig_3	cds	86215	86442	-	JJLLKI_01159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CQR7
contig_3	cds	86516	89059	-	JJLLKI_01160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W9FCV5
contig_3	cds	89052	90605	-	JJLLKI_01161	1049.0	0.0	0.988	1.0	1.0	BlastRules:WP_001562609
contig_3	cds	90859	92013	+	JJLLKI_01162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z7L9
contig_3	cds	92030	93514	-	JJLLKI_01163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TTM8
contig_3	cds	93453	93992	-	JJLLKI_01164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67341
contig_3	cds	94080	94400	-	JJLLKI_01165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1T0
contig_3	cds	94531	94857	-	JJLLKI_01166	203.0	1.0e-69	1.0	1.0	1.0	VFDB:VFG000459
contig_3	cds	94919	95374	-	JJLLKI_01167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1E5
contig_3	cds	95416	95871	-	JJLLKI_01168	135.0	1.8e-41	1.0	1.0	1.0	VFDB:VFG000457
contig_3	ncRNA	96478	96571	+	JJLLKI_01169	50.6	4.2e-07	-	-	-	RFAM:RF02752
contig_3	cds	96626	97276	+	JJLLKI_01170	429.0	1.0e-155	1.0	1.0	0.995	VFDB:VFG004125
contig_3	cds	97281	97676	+	JJLLKI_01171	267.0	2.6e-94	1.0	1.0	1.0	VFDB:VFG000460
contig_3	cds	97703	98119	+	JJLLKI_01172	273.0	1.6e-96	1.0	1.0	1.0	VFDB:VFG000461
contig_3	cds	98146	98979	+	JJLLKI_01173	535.0	1.9e-195	1.0	1.0	1.0	VFDB:VFG000462
contig_3	cds	99018	99512	-	JJLLKI_01174	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X5TVE8
contig_3	cds	99601	100155	-	JJLLKI_01175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y5ZUU0
contig_3	cds	100179	100916	-	JJLLKI_01176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TTY1
